Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Luminosity,AB_Mag,Weight,Distance (pc)
qlp-s10-faintsearch,QLP,341272282,4268.01,PC,119.3118993,-56.9629518,119.3117236,-56.96292574,11.042,0.006,2304.022578,0.0030848,0.8133123,4.30E-06,1.079,0.215,310,1.49887,"[7, 8, 9, 10, 34, 35, 36]",found in faint-star QLP search,,,1,2.12,,4.37963,,0,8265,,6736.59,10,7.23E+34,11.48425768,0.3,100
qlp-s13-ffi,UNKNOWN,269450900,1127.01,PC,292.1952865,-36.0002597,292.1952967,-36.00026016,7.316,0.006,1657.63073,0.00134,2.32439,0.00021,4.453,0.059,2704.18,165.431,[13],Possible centroid shift,3.93,0.07,1,,,,,,8268.5,268.2,,88,0,7.758257675,0.3,100
qlp-s13-ffi,UNKNOWN,80166433,1125.01,PC,298.2876377,-46.3700211,298.2877079,-46.36999143,8.046,0.006,1656.14889,0.00308,1.54602,0.00027,0.852,0.186,405.173,2.85741,[13],likely EB; TOI 1125 under investigation no observing notes,3.95,0.07,1,,,,,1634,8271,143.9,1186.27,11,0,8.488257675,0.3,100
spoc-s58-b0A,QLP,200917197,3640.01,PC,54.5382331,40.4755557,54.53824007,40.47555235,12.139,0.008,2883.219061,0.002394294,1.220750986,0.000194923,2.355873294,0.1803445,3198.537833,190.80304,"[18, 58]",found in faint-star QLP search; Rp may be too large; v-shaped,3.66,0.16,1,3.489160061,0.585377,31.80933005,40.5431,4051.990591,8273,138.2,63708.10902,15.543705,1.97E+35,12.58125768,0.3,100
qlp-s46-tois,UNKNOWN,320536216,986.01,PC,120.105485,10.343872,120.1054415,10.34387074,10.171,0.02,2578.525002,0.0002565,0.5476693,3.00E-07,1.11,0.071,3050,32.9386,"[7, 34, 44, 45, 46]",TFOP APC; 5 sigma odd-even in SPOC s44 report; very likely EB,4.17,0.65,1,1.65,0.06,10.8302,1.11531,4194,8274.5,181.1,51363.3,164,4.40E+34,10.61325768,0.3,100
qlp-s37-faintsearch,QLP,463754499,4874.01,PC,154.7737502,-58.7748753,154.7737089,-58.77487034,13.109,0.011,2331.968016,0.0042755,2.2866856,2.30E-05,2.881,0.374,3720,8.30687,"[9, 10, 36, 37]",found in faint-star QLP search,3.98,,1,2.41,,14.738,,2382,8277,122,5350.8,14,9.40E+34,13.55125768,0.3,100
qlp-s54-tois,QLP,22069559,4501.01,PC,292.7237102,30.4334338,292.7237239,30.43345255,8.468,0.006,2792.423295,0.0065818,2.0348811,3.33E-05,2.631,0.416,160,15.6961,"[14, 40, 41, 54]",variable host star,3.81,0.08,1,2.94,0.09,3.57655,1.28644,2480,8279,139.5,6279.82,9,1.40E+35,8.910257675,0.3,100
qlp-s18-faintsearch,QLP,50943163,3672.01,PC,41.9041927,61.3063589,41.90424232,61.30634198,11.235,0.013,1810.750472,0.0053429,2.4254068,0.0013362,3.323,0.523,1910,5.1026,[18],found in faint-star QLP search,3.95,0.08,1,2.51,0.11,11.0715,0.788839,2552,8290,167.7,7043.91,13,1.03E+35,11.67725768,0.3,100
qlp-s57-faintsearch,QLP,314088020,6214.01,PC,318.8574243,56.1198452,318.8573987,56.11982678,12.495,0.014,2868.609542,0.0022527,7.0346299,2.84E-05,2.565,0.618,3746,377.046,"[15, 16, 17, 56, 57]",found in faint-star QLP search,3.97,0.08,1,2.44,0.11,17.638,1.08551,1338,8294,165.7,533.148,14,9.72E+34,12.93725768,0.3,100
qlp-s34-faintsearch,QLP,218988652,4783.01,PC,124.8252905,-21.956961,124.8252857,-21.95695765,12.685,0.007,2252.171087,0.0014873,6.7519508,1.92E-05,1.603,0.313,11050,19.2193,"[7, 8, 34]",found in faint-star QLP search,4.29,0.08,1,1.69,0.09,19.5004,1.33286,1059,8297,129.6,209.336,22,4.67E+34,13.12725768,0.3,100
spoc-s14-s41-b0A-PC,QLP,378159598,1311.01,PC,294.7226998,41.5651285,294.7227335,41.5651544,10.582,0.008,2392.644018,0.000568558,6.140641695,0.00011029,2.35254279,0.04233572,9437.183155,160.83826,"[15, 40, 41]",Very large for period; likely EB; small secondary;  v-shaped; TFOPWG SB1/APC,4.19,0.08,1,1.874930024,0.0668316,26.51746865,6.229911,1714.087545,8298,276.1,2040.107248,87.12355,5.75E+34,11.02425768,0.3,100
spoc-s01-s36-b0A-PC,SPOC,80711765,2549.01,PC,121.9826903,-44.66692689,121.9826903,-44.66691139,11.732,0.0073,2230.288702,0.00100445,4.857882298,0.000174893,5.773875247,0.07164568,10997.74517,222.51762,"[7, 8, 34, 35]",no radius; found in faint-star QLP search; SG1 should check neighbors,4.438,0,1,,,,,1545.967262,8303,0,1349.963959,34.45799,0,12.17425768,0.3,100
spoc-s34-b0A,UNKNOWN,54390047,998.01,PC,118.3195627,-14.2188154,118.3195552,-14.21882279,9.695,0.006,2229.569561,0.002223784,0.941435963,0.000158088,1.360699558,0.3867723,339.9126618,33.689648,[34],,4.01,0.07,1,2.34986,0.0915779,4.529208991,3.9919791,3641.626449,8322,130.7,41562.58781,9.02753,9.13E+34,10.13725768,0.3,100
spoc-s14-s55-b0A-KP,QLP,203189770,1198.01,KP,304.8000207,32.5810451,304.8000322,32.58104465,10.422,0.006,2821.253804,0.0032967,3.61277331,3.35E-06,4.100581409,0.0234172,10784.38768,50.32301,"[14, 15, 41, 55]",KELT 21 b,4.28,0.08,1,1.711349964,0.0575729,18.52904443,0.6281554,1984.994195,8324,258.9,3669.086632,211.0957,4.85E+34,10.86425768,0.3,100
qlp-s09-faintsearch,QLP,82302240,4255.01,PC,124.3514674,-45.4065726,124.3514474,-45.40654333,12.523,0.01,2964.80591,0.00248469,2.5057108,1.50E-05,1.962,0.404,3170,7.80667,"[8, 9, 34, 35, 61]",found in faint-star QLP search; possible centroid centered near TIC 82302236,4.04,0.08,1,2.26,0.1,12.9673,0.899836,1956,8330,168.4,2430.56,13,8.48E+34,12.96525768,0.3,100
qlp-tois-update,QLP,416987878,1392.01,PC,322.8921287,50.320725,322.8921408,50.32071303,10.399,0.029,1712.7665,0.00452,2.86876,0.00042,2.422,0.362,1030,2.17774,"[15, 16]",,3.9,0.08,1,2.65,0.09,8.48351,0.518841,1983,8342,285.2,2571.69,12,1.17E+35,10.84125768,0.3,100
spoc-s33-b02,SPOC,80567842,2491.01,PC,87.28337822,9.627529429,87.28339085,9.627514878,11.0233,0.0103,2205.124526,0.000739896,5.927770005,0.000402534,2.55999542,0.048364077,12984.53647,451.76117,[33],large; pre-eclipse bump potentially due to ellipsoidal variation,4.36705,0.0741381,1,1.55754,0.058407,20.40689878,1.0547695,1608.314297,8343,147.492,1581.265122,61.44919,4.05E+34,11.46555768,0.3,100
qlp-tois-update,QLP,285674856,1570.01,PC,53.1962904,51.8845657,53.19629827,51.88450183,9.488,0.012,1790.81038,0.01327,1.74626,0.00163,3.88,0.608,1110,4.3667,[18],other features at different periods in the BLS,4.24,0.07,1,1.8,0.06,5.62786,0.44852,3218,8348,154.7,17804.9,12,5.43E+34,9.930257675,0.3,100
qlp-s38-ffi,QLP,314724818,4368.01,PC,202.652038,-61.2180307,202.6520353,-61.21803119,9.971,0.018,2359.273565,0.0015953,4.4518639,1.31E-05,1.9,0.334,2300,3.242,"[11, 38]",likely EB; possible depth-aperture correlation,4.1,1.45,1,3.61,0.13,19.7335,1.00486,1919,8353.8,221.3,2252.87,19,2.19E+35,10.41325768,0.3,100
qlp-s08-faintsearch,QLP,145910571,3416.01,PC,123.2618771,-31.3201862,123.2618569,-31.32017463,12.626,0.007,2277.156063,0.0021959,2.3626917,8.20E-06,2.938,0.167,7280,4.42137,"[7, 8, 34, 35]",found in faint-star QLP search,4.33,0.08,1,1.62,0.08,14.4588,0.80143,2318,8360,153.9,4798.12,24,4.42E+34,13.06825768,0.3,100
qlp-s18-faintsearch,QLP,453230066,3643.01,PC,23.992542,54.7164507,23.99257376,54.71644125,10.947,0.008,1813.485731,0.0059801,1.5492212,0.000672,2.287,0.448,1420,4.2224,[18],found in faint-star QLP search,4.25,0.08,1,1.78,0.08,6.80431,0.506666,2685,8364,129.8,8634.8,11,5.35E+34,11.38925768,0.3,100
spoc-s58-b0A,QLP,250724252,1564.01,PC,33.5052298,53.1215404,33.50523839,53.12150849,10.284,0.006,2882.553468,0.000545613,0.559670119,1.87E-05,2.348988612,0.040599365,4048.754005,58.2242,"[18, 58]",V-shaped; TFOP BEB/APC; possible phase modulations,,,1,2.297859907,0,23.34038434,5.952571,3990.380541,8368,111.2,59920.89032,24.114838,8.93E+34,10.72625768,0.3,100
qlp-s57-tois,QLP,277566483,1356.01,PC,311.1946057,54.5021842,311.1945798,54.50216087,8.947,0.044,2849.242233,0.0003972,24.2544697,1.78E-05,17.486,0.221,8802,29.9571,"[15, 16, 55, 56, 57]",no stellar radius; distant B8 host star; likely too large to be a planetary companion,,,1,,,,0,1749,8381.3,409.2,1556.33,202,0,9.389257675,0.3,100
qlp-s61-ffi,QLP,88684250,990.01,PC,121.9135705,-5.7700712,121.913554,-5.770077302,10.1,0.007,2981.051319,0.0015978,4.587386,1.54E-05,4.36,0.361,3321,61.0829,"[7, 34, 61]",,4.22,0.07,1,1.86,0.07,10.6337,0.433352,2266,8388,125.1,4384.23,30,5.91E+34,10.54225768,0.3,100
spoc-s33-b02,SPOC,206906112,2504.01,PC,97.21486157,11.53190031,97.21486163,11.53188976,10.6358,0.0162,2212.609636,0.004286794,13.59429658,0.006143789,4.862771411,0.41114426,2941.223565,210.53348,[33],check nearby stars; some odd-even,4.29787,0.0778572,1,1.69485,0.0669749,14.72981044,20.1424,1277.171099,8389,191.997,628.8069473,15.473618,4.91E+34,11.07805768,0.3,100
qlp-s18-ffi,QLP,354400186,1579.01,PC,27.737993,48.352346,27.73802553,48.35231592,9.774,0.009,1794.28172,0.00084,9.07768,0.00056,2.78,0.101,19171.9,573.101,[18],likely EB; Rs 2.5; Rp ~26,4.01,0.08,1,,,,,1571,8393.7,405.5,1012.12,71,0,10.21625768,0.3,100
qlp-s37-tois,SPOC,459850897,3503.01,PC,163.7145887,-58.56927829,163.7144721,-58.56928454,10.2726,0.0061,2331.415672,0.00206,1.1901816,5.30E-06,2.049,0.175,2500,3.34351,"[10, 37]",possible odd-even; star is a pulsator,4.25145,0.0732307,1,1.79,0.06,9.02257,0.454531,2805,8405,154.635,10290,19,5.51E+34,10.71485768,0.3,100
qlp-s37-tois,QLP,439512298,2964.01,PC,143.6264058,-56.5927335,143.6263717,-56.59273779,12.484,0.007,2329.670307,0.0010564,3.8331282,8.80E-06,2.906,0.152,10410,3.07268,"[9, 10, 36, 37]",found in faint-star QLP search,4.57,0.07,1,1.24,0.04,12.9506,0.479444,1810,8408,163.9,1782.41,46,2.65E+34,12.92625768,0.3,100
qlp-s45-faintsearch,QLP,76545118,5428.01,PC,87.2044026,28.6713443,87.20440869,28.67133667,11.974,0.006,2547.272908,0.0025289,3.0343155,0.0001933,1.664,0.308,3200,6.40275,"[43, 44, 45]",found in faint-star QLP search,,,1,2.16,,12.5732,,0,8415,,1230.19,19,8.07E+34,12.41625768,0.3,100
qlp-s57-ffi,QLP,439942982,6025.01,PC,1.074011,42.5736013,1.074045369,42.57360032,9.646,0.007,2880.796253,0.0020796,1.0222806,1.52E-05,2.071,0.316,1280,109.616,"[17, 57]",signal diluted by brighter neighbor to N; possible SV,3.98,0.07,1,2.46,0.1,8.97675,0.587789,3126,8448,133.2,15853.1,13,1.06E+35,10.08825768,0.3,100
qlp-s55-tois,SPOC,64531556,4477.01,PC,309.4614569,37.1559583,309.4614438,37.15593878,11.7018,0.0438,2813.939921,0.0013136,7.8127906,1.36E-05,6.304,0.136,8120,164.439,"[14, 15, 41, 55]",possibly too large for period/insolation; TFOP SB1/APC,4.00707,0.0781978,1,2.38,0.08,22.0599,3.44074,1874,8451,462.885,2051.05,41,9.96E+34,12.14405768,0.3,100
qlp-s58-tois,QLP,241040309,1559.01,PC,20.7173727,48.9553906,20.71739765,48.95536358,10.398,0.009,2904.889359,0.0012776,3.4648951,6.90E-06,1.046,0.251,1339,121.107,"[17, 18, 58]",,3.95,0.08,1,2.54,0.12,9.72728,0.677133,1225,8455.3,109.4,374.648,15,1.14E+35,10.84025768,0.3,100
qlp-s18-faintsearch,QLP,458876004,3677.01,PC,35.8378019,60.8899754,35.83787173,60.88996309,11.981,0.006,1814.425212,0.0007812,3.6923071,0.000229,1.139,0.191,14130,15.647,[18],found in faint-star QLP search,4.68,0.12,1,1.1,0.08,14.2002,1.08284,1226,8469,780.2,375.352,36,2.15E+34,12.42325768,0.3,100
qlp-s61-ffi,SPOC/QLP,65412605,626.01,CP,108.1231252,-24.9535616,108.1231144,-24.95356019,9.507,0.006,2980.873931,0.0003002,4.4010465,1.40E-06,4.757,0.04,6903,41.169,"[7, 33, 34, 61]",KELT-25 b (Rodriguez Martinez et al; arxiv:1912.01017.pdf),4.03,0.08,1,2.32,0.08,19.7441,0.66082,2177,8489,178.9,3731.9,261,9.64E+34,9.949257675,0.3,100
qlp-tois-update,QLP,251384275,1565.01,PC,44.7202702,58.7352498,44.72024117,58.7352446,9.209,0.006,2907.730268,0.004470916,1099.256038,0.006300348,5.661,0.447,2970,1130.33,"[18, 58]",alerted as single but now have two transits; max P~1099; may be too large to be planetary,,,1,2.18,,23.8658,0,,8494,,,36,8.53E+34,9.651257675,0.3,100
qlp-s08-faintsearch,QLP,176148945,3380.01,PC,121.5857391,-22.0941098,121.5857373,-22.0940728,11.756,0.006,2249.847236,0.0075393,2.0086823,2.42E-05,1.903,0.412,1150,5.37793,"[8, 34]",found in faint-star QLP search,,,1,2.19,,7.75485,,0,8516,,3645.6,8,8.70E+34,12.19825768,0.3,100
qlp-s57-tois,QLP,388393034,3933.01,PC,347.9679867,56.862107,347.9679613,56.86209583,13.235,0.018,2881.419784,0.003135,1.97549,8.10E-06,2.409,0.401,5457,351.613,"[17, 24, 57]",found in faint-star QLP search,3.98,,1,2.46,,17.6764,,2405,8523,123,5560.11,14,1.10E+35,13.67725768,0.3,100
qlp-s41-faintsearch,QLP,359321688,5269.01,PC,291.2195735,22.1246679,291.2195726,22.12465961,11.442,0.013,2446.348846,0.0033033,2.7340756,4.28E-05,1.994,0.406,1700,6.14981,"[14, 40, 41]",found in faint-star QLP search,4.06,0.07,1,2.25,0.09,9.45026,0.713606,1903,8524,186.4,2179.86,12,9.22E+34,11.88425768,0.3,100
qlp-s33-ffi,QLP,229167359,2594.01,PC,91.21639,8.3651895,91.21639118,8.365173212,10.263,0.011,2227.018066,0.0014088,2.682814,8.70E-06,0.987,0.299,1080,7.25639,"[6, 33]",possible centroid offset to the N,,,1,5.28,,23.5198,,1505,8528,124,852.855,13,5.09E+35,10.70525768,0.3,100
qlp-s07-faintsearch,QLP,409264172,2869.01,PC,109.6571291,-13.0647847,109.657119,-13.06478055,12.945,0.048,2249.109041,0.0010522,1.7198076,3.60E-06,1.861,0.239,10890,10.295,"[7, 33, 34]",found in faint-star QLP search,,,1,,,,,2237,8531,495.4,4161.67,16,0,13.38725768,0.3,100
qlp-s38-tois,QLP,290263093,3229.01,PC,173.7084125,-64.7316926,173.7083176,-64.73168997,13.05,0.009,2355.167116,0.0036489,5.21228,3.46E-05,3.863,0.232,8950,8.19561,"[10, 11, 37, 38]",found in faint-star QLP search,4.14,,1,2.06,,19.3512,,1820,8532,122,1823.95,18,7.75E+34,13.49225768,0.3,100
qlp-s33-faintsearch,QLP,291332861,4760.01,PC,94.3242924,9.6374213,94.32429114,9.637445365,13.415,0.006,2226.580412,0.00374,7.7223185,7.16E-05,3.344,0.689,11390,27.7898,"[6, 33]",found in faint-star QLP search; no stellar radius,,,1,,,,,1441,8539.7,456.9,717.021,13,0,13.85725768,0.3,100
spoc-s01-s36-b0A-CPKP,QLP,98545929,1916.01,KP,109.1045334,-31.2444052,109.1045212,-31.24439465,12.454,0.006,2251.405758,0.0016225,1.888199388,9.17E-05,3.680650203,0.12110953,4431.610427,121.09209,"[7, 33, 34]",HATS-70 b,4.11,0.08,1,2.121279955,0.118809,14.5851064,0.97004694,2800.517898,8549,152.1,14536.98734,19.96574,8.29E+34,12.89625768,0.3,100
spoc-s33-b0A,UNKNOWN,79292541,642.01,PC,104.0558199,-20.052519,104.0557752,-20.05249854,9.425,0.015,2202.167074,0.001024074,2.278509408,0.000160471,2.037105089,0.06321215,1678.48953,49.109764,[33],,3.93,0.08,1,2.62521,0.112613,12.47413901,0.5844304,2926.650199,8550,199.1,17338.21051,27.114067,1.27E+35,9.867257675,0.3,100
qlp-s56-tois,SPOC,128558444,6009.01,PC,339.2309543,37.6755604,339.2309389,37.67551635,10.44,0.008,2852.869635,0.0006989,1.5500607,1.70E-06,1.225,0.323,2550,237.377,"[16, 56]",Possible odd/even; V-shaped; centroid centered closer to another star,4.18,0.07,1,2.04,0.08,11.5208,0.688041,2594,8552.3,193.7,7523.43,43,7.68E+34,10.88225768,0.3,100
qlp-s62-ffi,QLP,238059180,386.01,PC,104.138381,-53.5454928,104.1383548,-53.54544922,10.014,0.006,3012.501425,0.0010589,5.1119789,4.70E-06,1.326,0.261,1017,63.5493,"[2, 6, 7, 8, 9, 12, 29, 32, 33, 34, 35, 39, 61, 62]",v-shaped; two stars about 1'' separation in same pixel; slight depth aperture correlation,3.91,0.07,1,2.67,0.09,9.86297,0.440523,1239,8562,152.5,392.193,32,1.32E+35,10.45625768,0.3,100
qlp-s07-faintsearch,QLP,385658469,2875.01,PC,110.7787133,-11.9905248,110.7787132,-11.9905252,12.537,0.012,2245.620362,0.0047884,3.4142143,2.90E-05,4.212,0.397,3400,5.00577,"[7, 34]",found in faint-star QLP search,3.9,0.11,1,2.72,0.28,15.9231,1.76604,2430,8573,166.5,5796.83,1000,1.38E+35,12.97925768,0.3,100
qlp-s33-tois,QLP,72090501,651.01,PC,92.105674,-11.147126,92.105674,-11.147126,6.832,0.108,2226.896187,0.0010135,1.0697877,2.20E-06,1.979,0.083,3990,1354.89,"[6, 33]",maybe odd-even; two stars on the same TESS pixel,,,1,,,,,4428,8576.7,231.6,63832.9,31,0,7.274257675,0.3,100
qlp-s62-ffi,QLP,385858569,3363.01,PC,138.759067,-54.314301,138.7590174,-54.31426137,10.147,0.019,3007.793273,0.0060386,9.7433732,5.43E-05,3.747,1.265,1566,1719.91,"[9, 10, 35, 36, 62]",B9 host; possibly a large planet,4.09,1.39,1,,,,,0,8582,170.6,,16,0,10.58925768,0.3,100
qlp-s07-faintsearch,QLP,187861378,4216.01,PC,111.293245,-8.620069,111.2932109,-8.620052192,11.249,0.019,2251.531855,0.0038019,2.1816809,1.40E-05,3.83,0.474,1280,1.7059,"[7, 34]",found in faint-star QLP search,4.08,1.23,1,,,,,2976,8582.7,1083.8,13037.6,16,0,11.69125768,0.3,100
qlp-s15-ffi,QLP,287190564,1309.01,PC,292.5051812,54.1085105,292.5051701,54.10850312,10.623,0.011,1684.76284,0.00206,1.49861,0.00012,2.871,0.147,2188.61,57.0363,[15],TFOP FP,4.12,0.07,1,,,,,4828,8590,388.2,90202.8,36,0,11.06525768,0.3,100
qlp-s62-ffi,SPOC/QLP,297967252,1025.01,PC,142.5212913,-51.5171617,142.5211588,-51.51711415,5.532,0.006,2997.71748,0.0013272,9.6837739,2.73E-05,2.379,0.158,4765,1365.99,"[9, 10, 35, 36, 62]",literature EB (https://ui.adsabs.harvard.edu/abs/2021A%26A...652A.120I/abstract),,,1,,,,0,1513,8598.7,1245.7,871.997,99,0,5.974257675,0.3,100
qlp-s11-faintsearch,QLP,208091447,3244.01,PC,207.8926649,-59.7627144,207.8925941,-59.76273694,12.392,0.014,1620.951574,0.0047634,4.6606892,0.0017508,2.863,0.367,6370,15.2159,[11],found in faint-star QLP search,3.94,0.07,1,2.6,0.11,21.5363,1.43902,1715,8608,210.9,1436.15,10,1.28E+35,12.83425768,0.3,100
qlp-s39-faintsearch,QLP,154400369,5029.01,PC,259.9530299,-35.7406514,259.9529801,-35.74074455,12.199,0.02,2384.065789,0.0026251,3.8861815,2.27E-05,2.565,0.266,5880,8.0994,"[12, 39]",found in faint-star QLP search,4.49,0.07,1,1.39,0.05,10.8516,0.57219,1766,8615,274,1616.52,16,3.67E+34,12.64125768,0.3,100
qlp-s44-ffi,QLP,23113034,5075.01,PC,60.838363,25.3438304,60.83830383,25.34380842,8.348,0.009,2522.980341,0.0020642,0.8567423,5.73E-05,1.253,0.187,340,0.701818,"[43, 44]",possible odd-even; short period for host star,3.93,0.07,1,2.64,0.09,5.01051,0.302167,2747,8638,152.9,9466.05,21,1.34E+35,8.790257675,0.3,100
qlp-s15-ffi,QLP,240450679,1322.01,PC,323.527352,46.9317887,323.5273608,46.93177433,10.082,0.01,1711.44969,0.00104,3.37644,0.00031,1.437,0.263,5791.2,13.5921,[15],TFOP FP,3.96,0.07,1,,,,,1589,8639.7,475.7,1059.26,33,0,10.52425768,0.3,100
qlp-s24-faintsearch,QLP,420446142,3990.01,PC,5.1173763,63.0314034,5.117344406,63.03139647,11.67,0.011,1980.604616,0.0060477,5.8423636,0.0002217,2.416,0.419,2280,6.97953,"[17, 18, 24]",V-shaped found in faint-star QLP search,3.6,0.08,1,3.85,0.19,18.7395,1.43879,1441,8648,158.4,716.73,10,2.86E+35,12.11225768,0.3,100
qlp-s39-faintsearch,QLP,449107129,5006.01,PC,216.471305,-69.8358294,216.4712028,-69.83585004,11.905,0.007,2386.202615,0.0032531,4.254955,2.75E-05,4.228,0.913,2370,3.09684,"[11, 12, 38, 39]",found in faint-star QLP search,3.85,0.08,1,2.88,0.15,14.4712,0.925754,2372,8653,170.6,5255.5,23,1.60E+35,12.34725768,0.3,100
qlp-s31-ffi,UNKNOWN,7624182,412.01,PC,64.311397,-38.844151,64.31148807,-38.84417115,8.768,0.019,2169.731701,0.0009921,1.1097378,2.30E-06,1.737,0.062,680,303.837,"[4, 5, 31]",,3.80083,0.468308,1,3.13,0.1,21.4253,6.03316,5218,8666,229,123100,38,1.91E+35,9.210257675,0.3,100
qlp-s34-faintsearch,QLP,333814134,4769.01,PC,116.2859026,-14.337713,116.285722,-14.337636,13.247,0.034,2249.745957,0.0021541,2.8636452,1.09E-05,3.402,1.124,8590,294.568,"[7, 34]",found in faint-star QLP search; no stellar radius,,,1,,,,,2890,8675.5,328.7,11583.8,25,0,13.68925768,0.3,100
spoc-s09-b02,SPOC,373424049,742.01,PC,140.05679,-53.119644,140.0567942,-53.11968462,8.624,0.018,1543.475174,0.00283,0.963081,0.000194,2.378514,0.265809,244.261214,18.360544,"[9, 10]",A type star; could be on 373424060,4.32187,0.344824,1,1.68698,0.245108,2.727644,0.596427,3166.006188,8688,230,23744.77394,13.63825,5.59E+34,9.066257675,0.3,100
qlp-s63-faintsearch,QLP,438376091,6494.01,PC,142.3725823,-54.4331738,142.3725275,-54.43314776,12.214,0.012,3037.919088,0.0023325,3.5327892,8.80E-06,2.093,0.277,4509,258.777,"[9, 10, 35, 37, 62, 63]",found in faint-star QLP search,,,1,,,,,1706,8706,286.3,1406.91,25,0,12.65625768,0.3,100
qlp-s41-tois,QLP,312083267,1327.01,PC,303.2952193,36.7254876,303.295223,36.72548501,8.382,0.006,2443.029938,0.001424,3.9392124,1.07E-05,1.849,0.178,1400,0.994377,"[14, 15, 41]",synchronized variability; large and v-shaped,3.55,0.08,1,4.12,0.13,14.6713,0.659508,1553,8715,408,967.265,40,3.38E+35,8.824257675,0.3,100
spoc-s36-b0A,QLP,458856474,1978.01,PC,161.1405173,-59.7376084,161.1405155,-59.73760803,7.571,0.017,2286.204593,0.001699112,6.078334415,0.000910553,4.89045285,0.05943209,16168.28891,709.9779,"[10, 11, 36]",V* V560 Car; SB with P=6.0803; TFOP FP; retired as SEB1,4.08,1.27,1,1,0,16.9877965,2.356609,998.7280008,8719.5,297.6,235.1310083,10.794149,1.99E+34,8.013257675,0.3,100
qlp-s55-faintsearch,QLP,282890159,5877.01,PC,299.5294332,27.3269349,299.5294308,27.3269105,12.084,0.063,2820.307042,0.0028693,6.9100016,3.91E-05,4.536,0.511,4310,243.061,"[14, 41, 54, 55]",found in faint-star QLP search,3.99,0.07,1,2.47,0.09,15.2568,0.803365,1799,8722,717.2,1742.51,18,1.22E+35,12.52625768,0.3,100
qlp-s32-ffi,UNKNOWN,399870368,624.01,PC,74.5523448,9.9980009,74.55233315,9.997979429,9.337,0.01,2197.007544,0.0002534,2.7443212,1.50E-06,3.421,0.124,10300,0.49385,"[5, 32]",HAT-P-70 b. Rstar = 2.11 Rsun in TIC. Rp = 23 Re.,4.19,0.07,1,1.97,0.07,20.2676,0.693272,2412,8730,152.7,5626.34,170,7.77E+34,9.779257675,0.3,100
qlp-s41-tois,QLP,13419950,1162.01,PC,305.289431,41.46229,305.2893434,41.46236544,9.493,0.018,2432.682972,0.0013263,7.3166764,1.70E-05,3.255,0.633,3210,3.17906,"[14, 15, 41]",TIC 1969293164 also in pixel; no stellar radius,,,1,,,,,1647,8730,979.1,1221.82,45,0,9.935257675,0.3,100
qlp-s08-ffi,QLP,140706664,1020.01,PC,128.382031,-43.828433,128.3819764,-43.82842148,10.559,0.019,1521.29108,0.00241,3.28892,0.00066,3.793,0.202,10518.9,530.608,[8],slightly V shaped; possibly off target to N,4.1,1.45,1,,,,,3661,8734.2,283.6,29832.6,32,0,11.00125768,0.3,100
spoc-s54-b0A,QLP,117789567,1149.01,PC,300.7739985,26.8920186,300.7740156,26.89202487,7.917,0.028,2770.330784,0.00040825,2.320241759,6.14E-05,2.381761173,0.028167734,5082.941706,70.31139,"[14, 41, 54]",TFOP APC; possible chromaticity; variable hot star; likely too large (B8 host star with no stellar radius); possibly synchronized,,,1,,,,0,3115.380123,8737.5,1310.6,22262.05136,70.98797,0,8.359257675,0.3,100
qlp-s64-ffi,QLP,378613125,1981.01,PC,155.5906237,-63.6546208,155.5906197,-63.65462026,9.954,0.018,3063.136243,0.0041908,2.4763492,1.24E-05,3.593,0.533,593,36.3048,"[10, 11, 63, 64]",possible centroid offset towards TIC 378613150,0,0,1,2.14,0.07,4.72716,0.258132,3064,8749.3,281.8,14633.4,13,9.25E+34,10.39625768,0.3,100
qlp-s62-faintsearch,QLP,189097100,6474.01,PC,140.4221784,-29.1080707,140.4221637,-29.10807851,12.198,0.006,3012.369919,0.0036739,1.6069363,0.0004247,2.609,0.277,4618,202.484,[62],found in faint-star QLP search,,,1,,,,,2827,8753,377.1,10608.2,24,0,12.64025768,0.3,100
qlp-s37-faintsearch,QLP,464388115,4904.01,PC,156.2224276,-56.9504879,156.2223809,-56.95047668,12.593,0.007,2331.41006,0.0011294,2.4118274,5.80E-06,1.722,0.242,9250,7.93282,"[9, 10, 36, 37]",found in faint-star QLP search,4.21,0.08,1,1.92,0.11,19.2999,1.21375,1883,8765,166.3,2090.41,32,7.50E+34,13.03525768,0.3,100
